,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date
7037,7038,2013,12,19,5,13.0,13.0,9.996,28.1261,700.5325667070867,28.917,-6.8,1026.7,-18.8,0.0,NE,2.1,Dongsi,2013-12-19 05:00:00
7038,7039,2013,12,19,6,13.0,6.0,10.8528,26.689,700.3919038025062,30.6306,-7.5,1027.1,-18.5,0.0,NE,1.0,Dongsi,2013-12-19 06:00:00
7039,7040,2013,12,19,7,8.0,5.0,14.0,34.4904,700.2562550497985,21.8484,-7.3,1027.6,-18.3,0.0,NNE,2.7,Dongsi,2013-12-19 07:00:00
7040,7041,2013,12,19,8,8.0,9.0,14.0,47.219,700.125620448963,9.8532,-5.8,1028.2,-17.9,0.0,NE,2.4,Dongsi,2013-12-19 08:00:00
7041,7042,2013,12,19,9,18.0,22.0,26.0,46.0,700.0,14.0,-3.9,1028.2,-17.8,0.0,ENE,1.9,Dongsi,2013-12-19 09:00:00
7042,7043,2013,12,19,10,18.0,22.0,31.0,48.0,700.0,24.0,-2.9,1027.9,-18.1,0.0,NE,2.5,Dongsi,2013-12-19 10:00:00
7043,7044,2013,12,19,11,5.0,39.0,30.0,40.0,700.0,31.0,-1.4,1026.8,-18.5,0.0,N,2.2,Dongsi,2013-12-19 11:00:00
7044,7045,2013,12,19,12,32.0,25.0,25.0,36.0,700.0,36.0,-0.7,1026.0,-18.3,0.0,E,2.5,Dongsi,2013-12-19 12:00:00
7045,7046,2013,12,19,13,33.0,25.0,22.0,33.0,700.0,42.0,0.3,1025.3,-18.5,0.0,E,1.9,Dongsi,2013-12-19 13:00:00
7046,7047,2013,12,19,14,30.0,32.0,23.0,30.0,600.0,44.0,0.9,1025.4,-18.5,0.0,E,1.5,Dongsi,2013-12-19 14:00:00
7047,7048,2013,12,19,15,25.0,34.0,21.0,35.0,700.0,39.0,-0.3,1025.8,-18.5,0.0,E,1.8,Dongsi,2013-12-19 15:00:00
7048,7049,2013,12,19,16,24.0,42.0,22.0,46.0,800.0,30.0,-1.8,1026.3,-18.4,0.0,E,0.8,Dongsi,2013-12-19 16:00:00
7049,7050,2013,12,19,17,45.0,75.0,29.0,69.0,1800.0,10.0,-3.8,1026.8,-18.1,0.0,E,1.0,Dongsi,2013-12-19 17:00:00
7050,7051,2013,12,19,18,58.0,102.0,38.0,77.0,1500.0,8.0,-4.5,1027.4,-18.4,0.0,ESE,0.5,Dongsi,2013-12-19 18:00:00
7051,7052,2013,12,19,19,58.0,102.0,38.0,77.0,1500.0,8.0,-5.5,1027.7,-16.4,0.0,E,0.0,Dongsi,2013-12-19 19:00:00
7052,7053,2013,12,19,20,79.0,113.0,46.0,80.0,1700.0,10.0,-6.0,1027.9,-15.0,0.0,WNW,0.7,Dongsi,2013-12-19 20:00:00
7053,7054,2013,12,19,21,101.0,118.0,36.0,77.0,2000.0,10.0,-5.8,1028.1,-14.6,0.0,NW,0.9,Dongsi,2013-12-19 21:00:00
7054,7055,2013,12,19,22,94.0,102.0,29.0,72.0,1900.0,9.0,-6.3,1028.6,-14.8,0.0,N,1.5,Dongsi,2013-12-19 22:00:00
7055,7056,2013,12,19,23,91.0,116.0,32.0,78.0,2100.0,9.0,-3.7,1028.6,-17.7,0.0,NE,1.7,Dongsi,2013-12-19 23:00:00
7056,7057,2013,12,20,0,91.0,116.0,32.0,78.0,2100.0,9.0,-3.6,1028.8,-17.9,0.0,NNE,1.7,Dongsi,2013-12-20 00:00:00
7057,7058,2013,12,20,1,107.0,142.0,56.0,98.0,3300.0,11.0,-4.0,1029.0,-17.9,0.0,N,2.1,Dongsi,2013-12-20 01:00:00
7058,7059,2013,12,20,2,116.0,152.0,75.0,100.0,3300.0,12.0,-4.9,1029.0,-17.7,0.0,NE,0.9,Dongsi,2013-12-20 02:00:00
7059,7060,2013,12,20,3,53.0,17.0,45.0,70.0,1300.0,9.0,-5.3,1029.1,-17.7,0.0,NE,1.3,Dongsi,2013-12-20 03:00:00
7060,7061,2013,12,20,4,28.0,7.0,30.0,63.0,900.0,10.0,-7.5,1029.0,-17.7,0.0,NNE,0.7,Dongsi,2013-12-20 04:00:00
7061,7062,2013,12,20,5,19.0,8.0,24.0,47.0,700.0,20.0,-6.1,1029.3,-17.5,0.0,N,2.0,Dongsi,2013-12-20 05:00:00
7062,7063,2013,12,20,6,15.0,19.0,22.0,47.0,600.0,20.0,-6.1,1029.9,-17.0,0.0,NNE,1.4,Dongsi,2013-12-20 06:00:00
7063,7064,2013,12,20,7,22.0,18.0,23.0,63.0,1000.0,10.0,-5.6,1030.6,-17.1,0.0,NE,1.5,Dongsi,2013-12-20 07:00:00
7064,7065,2013,12,20,8,27.0,18.0,22.0,58.0,1200.0,15.0,-3.4,1031.3,-16.4,0.0,NE,1.4,Dongsi,2013-12-20 08:00:00
7065,7066,2013,12,20,9,17.0,18.0,24.0,58.0,800.0,16.0,-1.2,1031.4,-16.2,0.0,NE,1.4,Dongsi,2013-12-20 09:00:00
7066,7067,2013,12,20,10,16.0,22.0,27.0,57.0,700.0,18.0,0.7,1031.3,-18.6,0.0,NNE,2.5,Dongsi,2013-12-20 10:00:00
7067,7068,2013,12,20,11,21.0,23.0,30.0,48.0,800.0,27.0,1.8,1030.7,-18.8,0.0,WNW,3.7,Dongsi,2013-12-20 11:00:00
7068,7069,2013,12,20,12,26.0,37.0,29.0,32.0,700.0,44.0,2.3,1029.9,-17.3,0.0,NE,2.1,Dongsi,2013-12-20 12:00:00
7069,7070,2013,12,20,13,12.0,39.0,19.0,16.0,500.0,62.0,1.7,1029.7,-17.8,0.0,NE,3.0,Dongsi,2013-12-20 13:00:00
7070,7071,2013,12,20,14,14.0,23.0,18.0,11.0,400.0,68.0,2.2,1029.8,-17.9,0.0,NE,2.1,Dongsi,2013-12-20 14:00:00
7071,7072,2013,12,20,15,12.0,16.0,16.0,12.0,400.0,69.0,1.6,1029.9,-17.9,0.0,ENE,2.2,Dongsi,2013-12-20 15:00:00
7072,7073,2013,12,20,16,16.0,24.0,16.0,25.0,500.0,55.0,0.2,1030.4,-18.0,0.0,E,1.3,Dongsi,2013-12-20 16:00:00
7073,7074,2013,12,20,17,17.0,27.0,16.0,42.0,500.0,39.0,-2.8,1030.9,-18.0,0.0,ENE,0.6,Dongsi,2013-12-20 17:00:00
7074,7075,2013,12,20,18,19.0,33.0,16.0,57.0,600.0,26.0,-3.9,1031.5,-16.8,0.0,ESE,0.5,Dongsi,2013-12-20 18:00:00
7075,7076,2013,12,20,19,23.0,38.0,14.0,62.0,800.0,17.0,-4.7,1031.9,-15.7,0.0,ENE,1.0,Dongsi,2013-12-20 19:00:00
7076,7077,2013,12,20,20,48.0,56.0,21.0,70.0,1000.0,10.0,-3.8,1032.3,-15.5,0.0,ENE,0.7,Dongsi,2013-12-20 20:00:00
7077,7078,2013,12,20,21,23.0,22.0,29.0,75.0,800.0,11.0,-3.0,1032.8,-17.0,0.0,NNW,1.0,Dongsi,2013-12-20 21:00:00
7078,7079,2013,12,20,22,38.0,45.0,44.0,76.0,1000.0,10.0,-2.5,1033.1,-17.0,0.0,ENE,1.9,Dongsi,2013-12-20 22:00:00
7079,7080,2013,12,20,23,37.0,44.0,43.0,76.0,1000.0,10.0,-5.2,1033.2,-16.4,0.0,NW,0.9,Dongsi,2013-12-20 23:00:00
7080,7081,2013,12,21,0,44.0,29.0,36.0,73.0,1000.0,11.0,-3.4,1032.8,-17.4,0.0,NNE,1.7,Dongsi,2013-12-21 00:00:00
7081,7082,2013,12,21,1,29.0,29.0,29.0,64.0,900.0,14.0,-4.1,1033.1,-18.0,0.0,N,1.1,Dongsi,2013-12-21 01:00:00
7082,7083,2013,12,21,2,24.0,12.0,24.0,60.0,800.0,18.0,-4.2,1033.3,-18.1,0.0,N,1.2,Dongsi,2013-12-21 02:00:00
7083,7084,2013,12,21,3,18.0,10.0,16.0,54.0,700.0,22.0,-5.1,1032.9,-17.6,0.0,N,1.0,Dongsi,2013-12-21 03:00:00
7084,7085,2013,12,21,4,14.0,9.0,16.0,44.0,600.0,30.0,-5.2,1032.6,-17.3,0.0,NNW,1.4,Dongsi,2013-12-21 04:00:00
7085,7086,2013,12,21,5,12.0,15.0,22.0,48.0,500.0,25.0,-6.0,1032.7,-17.4,0.0,NNE,1.1,Dongsi,2013-12-21 05:00:00
7086,7087,2013,12,21,6,17.0,11.0,29.0,58.0,700.0,15.0,-5.5,1032.8,-17.3,0.0,NW,1.0,Dongsi,2013-12-21 06:00:00
7087,7088,2013,12,21,7,19.0,16.0,29.0,56.0,700.0,17.0,-5.4,1032.8,-16.9,0.0,N,2.1,Dongsi,2013-12-21 07:00:00
7088,7089,2013,12,21,8,19.0,22.0,29.0,59.0,700.0,15.0,-3.6,1033.0,-17.2,0.0,NE,1.9,Dongsi,2013-12-21 08:00:00
7089,7090,2013,12,21,9,20.0,22.0,28.0,67.0,900.0,9.0,-2.5,1033.1,-17.4,0.0,N,1.9,Dongsi,2013-12-21 09:00:00
7090,7091,2013,12,21,10,18.0,25.0,28.0,57.0,1100.0,18.0,-0.2,1032.5,-17.4,0.0,ENE,1.0,Dongsi,2013-12-21 10:00:00
7091,7092,2013,12,21,11,26.0,29.0,28.0,52.0,900.0,26.0,1.5,1031.1,-16.4,0.0,NNW,0.8,Dongsi,2013-12-21 11:00:00
7092,7093,2013,12,21,12,29.0,30.0,31.0,42.0,900.0,36.0,2.6,1030.1,-17.0,0.0,NW,1.1,Dongsi,2013-12-21 12:00:00
7093,7094,2013,12,21,13,34.0,34.0,29.0,42.0,1000.0,36.0,2.8,1029.5,-16.9,0.0,WSW,1.3,Dongsi,2013-12-21 13:00:00
7094,7095,2013,12,21,14,30.0,37.0,27.0,34.0,800.0,45.0,3.6,1029.2,-17.3,0.0,W,1.1,Dongsi,2013-12-21 14:00:00
7095,7096,2013,12,21,15,34.0,37.0,28.0,44.0,900.0,40.0,2.2,1029.4,-16.3,0.0,SW,1.4,Dongsi,2013-12-21 15:00:00
7096,7097,2013,12,21,16,53.0,72.0,33.0,72.0,1300.0,28.0,0.5,1029.2,-15.5,0.0,WSW,1.3,Dongsi,2013-12-21 16:00:00
7097,7098,2013,12,21,17,88.0,115.0,38.0,81.0,1500.0,27.0,-1.5,1029.3,-15.7,0.0,N,0.4,Dongsi,2013-12-21 17:00:00
7098,7099,2013,12,21,18,112.0,134.0,40.0,91.0,1700.0,16.0,-0.9,1029.5,-14.8,0.0,WSW,2.0,Dongsi,2013-12-21 18:00:00
7099,7100,2013,12,21,19,125.0,148.0,44.0,100.0,2000.0,11.0,-1.6,1029.8,-14.4,0.0,WSW,1.1,Dongsi,2013-12-21 19:00:00
7100,7101,2013,12,21,20,171.0,190.0,62.0,106.0,2400.0,11.0,-2.8,1029.9,-14.0,0.0,WSW,1.2,Dongsi,2013-12-21 20:00:00
7101,7102,2013,12,21,21,217.0,235.0,73.0,110.0,3000.0,12.0,-4.3,1029.8,-13.2,0.0,N,0.5,Dongsi,2013-12-21 21:00:00
7102,7103,2013,12,21,22,226.0,240.0,89.0,111.0,3200.0,11.0,-4.8,1030.0,-13.2,0.0,NE,1.3,Dongsi,2013-12-21 22:00:00
7103,7104,2013,12,21,23,244.0,247.0,85.0,108.0,3500.0,11.0,-5.4,1030.0,-13.3,0.0,ENE,0.5,Dongsi,2013-12-21 23:00:00
7104,7105,2013,12,22,0,230.0,236.0,86.0,109.0,3300.0,10.0,-4.6,1029.6,-14.2,0.0,NNE,0.7,Dongsi,2013-12-22 00:00:00
7105,7106,2013,12,22,1,215.0,221.0,77.0,102.0,3200.0,10.0,-5.2,1029.7,-14.3,0.0,NE,1.3,Dongsi,2013-12-22 01:00:00
7106,7107,2013,12,22,2,185.0,124.0,76.0,106.0,3100.0,11.0,-4.7,1029.9,-14.6,0.0,NE,1.6,Dongsi,2013-12-22 02:00:00
7107,7108,2013,12,22,3,117.0,124.0,82.0,98.0,2600.0,8.0,-7.7,1029.6,-14.3,0.0,NE,1.6,Dongsi,2013-12-22 03:00:00
7108,7109,2013,12,22,4,114.0,123.0,67.0,84.0,1800.0,7.0,-7.1,1029.2,-14.4,0.0,NE,0.9,Dongsi,2013-12-22 04:00:00
7109,7110,2013,12,22,5,118.0,122.0,76.0,82.0,2200.0,14.0,-6.7,1029.4,-15.2,0.0,NE,0.1,Dongsi,2013-12-22 05:00:00
7110,7111,2013,12,22,6,131.0,143.0,72.0,82.0,2900.0,12.0,-5.8,1029.7,-15.6,0.0,NE,1.0,Dongsi,2013-12-22 06:00:00
7111,7112,2013,12,22,7,88.0,29.0,57.0,69.0,2300.0,9.0,-6.2,1029.7,-16.0,0.0,NE,0.7,Dongsi,2013-12-22 07:00:00
7112,7113,2013,12,22,8,53.0,38.0,48.0,63.0,1600.0,7.0,-4.7,1030.1,-15.4,0.0,NE,1.6,Dongsi,2013-12-22 08:00:00
7113,7114,2013,12,22,9,38.0,38.0,42.0,63.0,1400.0,7.0,-4.1,1030.2,-15.1,0.0,ENE,0.9,Dongsi,2013-12-22 09:00:00
7114,7115,2013,12,22,10,46.0,31.0,47.0,65.0,1300.0,10.0,-2.4,1029.7,-15.1,0.0,ESE,0.5,Dongsi,2013-12-22 10:00:00
7115,7116,2013,12,22,11,35.0,60.0,48.0,48.0,1000.0,21.0,-0.8,1028.4,-14.7,0.0,ENE,1.4,Dongsi,2013-12-22 11:00:00
7116,7117,2013,12,22,12,53.0,60.0,44.0,53.0,1200.0,23.0,0.6,1027.3,-14.6,0.0,E,1.3,Dongsi,2013-12-22 12:00:00
7117,7118,2013,12,22,13,58.0,60.0,37.0,57.0,1200.0,24.0,1.6,1026.4,-15.0,0.0,E,0.7,Dongsi,2013-12-22 13:00:00
7118,7119,2013,12,22,14,86.0,93.0,49.0,72.0,1500.0,22.0,1.9,1026.2,-14.7,0.0,E,1.7,Dongsi,2013-12-22 14:00:00
7119,7120,2013,12,22,15,93.0,75.0,50.0,75.0,1500.0,22.0,1.8,1026.2,-14.8,0.0,SSE,1.0,Dongsi,2013-12-22 15:00:00
7120,7121,2013,12,22,16,83.0,87.0,52.0,71.0,1400.0,21.0,0.6,1026.4,-13.9,0.0,SSE,1.5,Dongsi,2013-12-22 16:00:00
7121,7122,2013,12,22,17,76.0,86.0,53.0,85.0,1600.0,14.0,-0.4,1026.5,-13.0,0.0,SW,1.1,Dongsi,2013-12-22 17:00:00
7122,7123,2013,12,22,18,185.0,273.0,82.0,141.0,3600.0,12.0,-1.7,1026.7,-12.1,0.0,WSW,1.6,Dongsi,2013-12-22 18:00:00
7123,7124,2013,12,22,19,297.0,356.0,88.0,154.0,4300.0,12.0,-3.9,1026.9,-11.9,0.0,NW,0.5,Dongsi,2013-12-22 19:00:00
7124,7125,2013,12,22,20,311.0,345.0,104.0,137.0,4000.0,11.0,-4.7,1027.2,-11.5,0.0,E,0.8,Dongsi,2013-12-22 20:00:00
7125,7126,2013,12,22,21,321.0,348.0,106.0,132.0,4800.0,11.0,-5.5,1027.3,-11.6,0.0,E,0.6,Dongsi,2013-12-22 21:00:00
7126,7127,2013,12,22,22,338.0,365.0,101.0,134.0,6000.0,12.0,-5.2,1027.6,-11.4,0.0,ENE,1.3,Dongsi,2013-12-22 22:00:00
7127,7128,2013,12,22,23,348.0,374.0,112.0,139.0,5100.0,11.0,-6.0,1027.4,-11.5,0.0,E,0.8,Dongsi,2013-12-22 23:00:00
7128,7129,2013,12,23,0,319.0,337.0,106.0,134.0,4700.0,10.0,-6.6,1027.1,-11.7,0.0,NE,1.0,Dongsi,2013-12-23 00:00:00
7129,7130,2013,12,23,1,301.0,313.0,110.0,136.0,5000.0,12.0,-6.7,1027.3,-12.4,0.0,NE,1.0,Dongsi,2013-12-23 01:00:00
7130,7131,2013,12,23,2,234.0,265.0,136.0,144.0,6200.0,15.0,-7.5,1027.3,-12.2,0.0,S,0.5,Dongsi,2013-12-23 02:00:00
7131,7132,2013,12,23,3,246.0,291.0,135.0,146.0,6000.0,15.0,-7.9,1027.0,-13.0,0.0,SW,0.6,Dongsi,2013-12-23 03:00:00
7132,7133,2013,12,23,4,274.0,334.0,143.0,149.0,5600.0,15.0,-8.2,1026.9,-13.2,0.0,S,0.6,Dongsi,2013-12-23 04:00:00
7133,7134,2013,12,23,5,273.0,295.0,113.0,128.0,4500.0,12.0,-8.3,1026.7,-13.7,0.0,NE,1.6,Dongsi,2013-12-23 05:00:00
7134,7135,2013,12,23,6,127.0,52.0,70.0,101.0,2600.0,8.0,-5.1,1027.1,-14.4,0.0,NNW,1.0,Dongsi,2013-12-23 06:00:00
7135,7136,2013,12,23,7,98.0,57.0,53.0,77.0,2400.0,7.0,-6.8,1027.6,-13.5,0.0,ESE,0.9,Dongsi,2013-12-23 07:00:00
7136,7137,2013,12,23,8,76.0,91.0,52.0,79.0,1800.0,7.0,-2.2,1028.2,-14.3,0.0,N,1.2,Dongsi,2013-12-23 08:00:00
7137,7138,2013,12,23,9,94.0,96.0,68.0,91.0,2800.0,9.0,0.2,1028.7,-14.2,0.0,NNE,1.7,Dongsi,2013-12-23 09:00:00
7138,7139,2013,12,23,10,80.0,95.0,58.0,85.0,2500.0,10.0,2.9,1028.3,-13.9,0.0,NE,2.3,Dongsi,2013-12-23 10:00:00
7139,7140,2013,12,23,11,78.0,78.0,57.0,80.0,2400.0,11.0,3.8,1027.7,-14.5,0.0,NE,2.8,Dongsi,2013-12-23 11:00:00
7140,7141,2013,12,23,12,63.0,51.0,44.0,70.0,1800.0,17.0,5.0,1027.0,-13.9,0.0,E,2.5,Dongsi,2013-12-23 12:00:00
7141,7142,2013,12,23,13,61.0,51.0,36.0,61.0,1400.0,26.0,5.2,1026.5,-14.3,0.0,E,2.0,Dongsi,2013-12-23 13:00:00
7142,7143,2013,12,23,14,40.0,25.0,26.0,42.0,900.0,39.0,5.4,1026.6,-14.1,0.0,ENE,1.6,Dongsi,2013-12-23 14:00:00
7143,7144,2013,12,23,15,40.0,29.0,27.0,37.0,800.0,44.0,5.2,1027.1,-14.8,0.0,E,1.4,Dongsi,2013-12-23 15:00:00
7144,7145,2013,12,23,16,38.0,32.0,27.0,38.0,1100.0,46.0,3.6,1028.1,-14.2,0.0,SE,2.1,Dongsi,2013-12-23 16:00:00
7145,7146,2013,12,23,17,39.0,25.0,26.0,40.0,1100.0,44.0,1.1,1028.8,-14.2,0.0,ESE,1.0,Dongsi,2013-12-23 17:00:00
7146,7147,2013,12,23,18,33.0,103.0,18.0,39.0,900.0,43.0,0.3,1029.5,-14.5,0.0,ESE,0.9,Dongsi,2013-12-23 18:00:00
7147,7148,2013,12,23,19,76.0,102.0,30.0,75.0,1400.0,17.0,-2.3,1030.2,-12.9,0.0,S,0.8,Dongsi,2013-12-23 19:00:00
7148,7149,2013,12,23,20,112.0,123.0,40.0,88.0,1800.0,9.0,-2.0,1030.8,-12.7,0.0,SSW,1.1,Dongsi,2013-12-23 20:00:00
7149,7150,2013,12,23,21,138.0,173.0,53.0,97.0,2400.0,10.0,-1.3,1031.2,-13.2,0.0,SSW,1.0,Dongsi,2013-12-23 21:00:00
7150,7151,2013,12,23,22,188.0,214.0,68.0,107.0,2900.0,9.0,-4.4,1031.4,-12.6,0.0,E,1.0,Dongsi,2013-12-23 22:00:00
7151,7152,2013,12,23,23,205.0,208.0,74.0,112.0,4400.0,8.0,-5.4,1031.6,-12.0,0.0,ENE,1.0,Dongsi,2013-12-23 23:00:00
7152,7153,2013,12,24,0,220.0,233.0,94.0,116.0,4500.0,9.0,-5.6,1031.7,-11.3,0.0,NE,1.1,Dongsi,2013-12-24 00:00:00
7153,7154,2013,12,24,1,239.0,242.0,135.0,134.0,4600.0,10.0,-6.1,1031.7,-11.1,0.0,ENE,1.2,Dongsi,2013-12-24 01:00:00
7154,7155,2013,12,24,2,247.0,252.0,146.0,136.0,9400.0,10.0,-6.4,1031.8,-11.5,0.0,ENE,1.3,Dongsi,2013-12-24 02:00:00
7155,7156,2013,12,24,3,236.0,240.0,118.0,126.0,4900.0,9.0,-6.7,1031.7,-11.6,0.0,ENE,1.2,Dongsi,2013-12-24 03:00:00
7156,7157,2013,12,24,4,246.0,312.0,107.0,141.0,6100.0,12.0,-6.5,1031.4,-12.0,0.0,NE,1.2,Dongsi,2013-12-24 04:00:00
7157,7158,2013,12,24,5,290.0,340.0,107.0,140.0,6900.0,12.0,-7.4,1031.6,-12.7,0.0,ENE,1.1,Dongsi,2013-12-24 05:00:00
7158,7159,2013,12,24,6,333.0,369.0,102.0,140.0,7800.0,13.0,-7.2,1032.1,-12.7,0.0,ENE,1.0,Dongsi,2013-12-24 06:00:00
7159,7160,2013,12,24,7,359.0,391.0,120.0,156.0,8400.0,15.0,-7.5,1032.1,-12.6,0.0,NE,0.8,Dongsi,2013-12-24 07:00:00
7160,7161,2013,12,24,8,333.0,362.0,111.0,144.0,8100.0,16.0,-5.8,1032.6,-11.5,0.0,ENE,1.0,Dongsi,2013-12-24 08:00:00
7161,7162,2013,12,24,9,293.0,322.0,97.0,129.0,7500.0,16.0,-3.3,1032.5,-11.3,0.0,ENE,1.7,Dongsi,2013-12-24 09:00:00
7162,7163,2013,12,24,10,265.0,300.0,101.0,127.0,7000.0,13.0,-2.2,1032.2,-11.0,0.0,E,1.3,Dongsi,2013-12-24 10:00:00
7163,7164,2013,12,24,11,229.0,252.0,109.0,121.0,5800.0,11.0,-1.0,1031.2,-10.6,0.0,E,1.7,Dongsi,2013-12-24 11:00:00
7164,7165,2013,12,24,12,212.0,237.0,110.0,116.0,5400.0,10.0,0.1,1029.6,-9.6,0.0,ESE,1.3,Dongsi,2013-12-24 12:00:00
7165,7166,2013,12,24,13,204.0,224.0,103.0,116.0,5100.0,10.0,0.4,1028.7,-9.6,0.0,NE,1.2,Dongsi,2013-12-24 13:00:00
7166,7167,2013,12,24,14,241.0,276.0,111.0,130.0,5300.0,11.0,0.7,1027.5,-8.8,0.0,ENE,1.3,Dongsi,2013-12-24 14:00:00
7167,7168,2013,12,24,15,286.0,335.0,120.0,151.0,6000.0,11.0,0.5,1027.7,-8.7,0.0,ENE,2.0,Dongsi,2013-12-24 15:00:00
7168,7169,2013,12,24,16,328.0,380.0,119.0,166.0,7500.0,11.0,-0.7,1027.3,-8.6,0.0,NE,1.0,Dongsi,2013-12-24 16:00:00
7169,7170,2013,12,24,17,342.0,403.0,114.0,170.0,6500.0,10.0,-2.8,1027.6,-8.9,0.0,NE,0.6,Dongsi,2013-12-24 17:00:00
7170,7171,2013,12,24,18,346.0,395.0,118.0,162.0,6100.0,10.0,-3.4,1027.7,-9.0,0.0,E,1.1,Dongsi,2013-12-24 18:00:00
7171,7172,2013,12,24,19,318.0,361.0,122.0,147.0,5800.0,9.0,-3.1,1027.7,-8.6,0.0,NE,0.9,Dongsi,2013-12-24 19:00:00
7172,7173,2013,12,24,20,288.0,334.0,125.0,152.0,5900.0,10.0,-3.0,1027.4,-8.7,0.0,ENE,1.1,Dongsi,2013-12-24 20:00:00
7173,7174,2013,12,24,21,299.0,330.0,128.0,154.0,6000.0,10.0,-3.8,1027.3,-9.0,0.0,NE,0.9,Dongsi,2013-12-24 21:00:00
7174,7175,2013,12,24,22,289.0,304.0,132.0,151.0,5700.0,10.0,-4.7,1027.2,-9.0,0.0,E,0.7,Dongsi,2013-12-24 22:00:00
7175,7176,2013,12,24,23,258.0,263.0,152.0,140.0,4900.0,9.0,-5.4,1026.8,-8.5,0.0,E,0.4,Dongsi,2013-12-24 23:00:00
7176,7177,2013,12,25,0,240.0,236.0,143.0,127.0,4600.0,8.0,-6.1,1025.8,-9.2,0.0,NE,0.7,Dongsi,2013-12-25 00:00:00
7177,7178,2013,12,25,1,232.0,236.0,132.0,121.0,4600.0,9.0,-6.2,1025.4,-8.8,0.0,ENE,0.9,Dongsi,2013-12-25 01:00:00
7178,7179,2013,12,25,2,246.0,254.0,145.0,126.0,4900.0,10.0,-5.8,1025.1,-9.4,0.0,ENE,1.4,Dongsi,2013-12-25 02:00:00
7179,7180,2013,12,25,3,261.0,262.0,158.0,133.0,5100.0,8.0,-6.4,1024.4,-9.3,0.0,ESE,0.7,Dongsi,2013-12-25 03:00:00
7180,7181,2013,12,25,4,274.0,289.0,164.0,144.0,4200.0,8.0,-5.8,1024.0,-9.5,0.0,ENE,0.8,Dongsi,2013-12-25 04:00:00
7181,7182,2013,12,25,5,261.0,265.0,138.0,150.0,3900.0,12.0,-6.3,1024.1,-9.8,0.0,NNE,0.9,Dongsi,2013-12-25 05:00:00
7182,7183,2013,12,25,6,254.0,264.0,128.0,150.0,5100.0,10.0,-6.6,1024.5,-9.6,0.0,ENE,0.6,Dongsi,2013-12-25 06:00:00
7183,7184,2013,12,25,7,233.0,240.0,128.0,127.0,5000.0,10.0,-5.7,1024.7,-9.4,0.0,NE,1.1,Dongsi,2013-12-25 07:00:00
7184,7185,2013,12,25,8,208.0,209.0,122.0,116.0,4400.0,9.0,-4.5,1024.9,-9.3,0.0,ENE,0.5,Dongsi,2013-12-25 08:00:00
7185,7186,2013,12,25,9,216.0,245.0,111.0,125.0,4400.0,9.0,-2.7,1024.6,-8.8,0.0,ENE,0.9,Dongsi,2013-12-25 09:00:00
7186,7187,2013,12,25,10,141.0,245.0,114.0,136.0,4900.0,11.0,-0.7,1023.5,-8.4,0.0,NNE,0.6,Dongsi,2013-12-25 10:00:00
7187,7188,2013,12,25,11,140.0,247.0,117.0,131.0,4600.0,11.0,1.0,1022.0,-8.8,0.0,NNW,1.1,Dongsi,2013-12-25 11:00:00
7188,7189,2013,12,25,12,246.0,256.0,114.0,134.0,4600.0,13.0,4.0,1020.5,-9.8,0.0,NW,1.6,Dongsi,2013-12-25 12:00:00
7189,7190,2013,12,25,13,265.0,268.0,117.0,131.0,4600.0,17.0,6.4,1019.9,-12.7,0.0,WNW,3.2,Dongsi,2013-12-25 13:00:00
7190,7191,2013,12,25,14,267.0,162.0,114.0,141.0,4600.0,19.0,6.2,1020.1,-14.0,0.0,WNW,5.1,Dongsi,2013-12-25 14:00:00
7191,7192,2013,12,25,15,112.0,162.0,50.0,55.0,1500.0,46.0,5.3,1021.0,-15.3,0.0,NW,5.7,Dongsi,2013-12-25 15:00:00
7192,7193,2013,12,25,16,50.0,69.0,36.0,33.0,700.0,56.0,4.4,1021.9,-15.5,0.0,NW,4.8,Dongsi,2013-12-25 16:00:00
7193,7194,2013,12,25,17,38.0,96.0,23.0,28.0,600.0,59.0,2.6,1024.1,-18.2,0.0,WNW,6.3,Dongsi,2013-12-25 17:00:00
7194,7195,2013,12,25,18,31.0,101.0,20.0,28.0,600.0,55.0,1.0,1024.9,-20.1,0.0,WNW,10.2,Dongsi,2013-12-25 18:00:00
7195,7196,2013,12,25,19,20.0,250.0,9.0,20.0,400.0,58.0,-0.8,1026.4,-20.5,0.0,WNW,10.5,Dongsi,2013-12-25 19:00:00
7196,7197,2013,12,25,20,22.0,393.0,7.0,16.0,400.0,60.0,-1.9,1027.4,-20.3,0.0,NW,5.5,Dongsi,2013-12-25 20:00:00
7197,7198,2013,12,25,21,15.0,186.0,6.0,18.0,400.0,54.0,-2.5,1028.2,-21.9,0.0,N,4.7,Dongsi,2013-12-25 21:00:00
7198,7199,2013,12,25,22,13.0,86.0,4.0,15.0,300.0,56.0,-3.0,1027.9,-22.3,0.0,NW,5.2,Dongsi,2013-12-25 22:00:00
7199,7200,2013,12,25,23,11.0,91.0,4.0,15.0,300.0,56.0,-3.4,1028.0,-20.7,0.0,NW,4.7,Dongsi,2013-12-25 23:00:00
7200,7201,2013,12,26,0,8.0,49.0,4.0,16.0,300.0,55.0,-3.4,1028.0,-20.2,0.0,WNW,4.6,Dongsi,2013-12-26 00:00:00
